Title,Genre,Description
Behind the Mask: The Rise of Leslie Vernon,"Comedy, Horror, Thriller",The next great psycho horror slasher has given a documentary crew exclusive access to his life as he plans his reign of terror over the sleepy town of Glen Echo.
Nowhere to Run,"Action, Drama, Romance","Sam, an escaped convict, lands up on a farmland owned by a widow. When he learns that a ruthless contractor is trying to take over her land, he helps her to fight against the injustice."
Twisted,"Crime, Drama, Mystery","Jessica, whose father killed her mother and committed suicide, is a police officer. While investigating a murder, she finds herself in the center of her own investigation, when her former lovers start being murdered."
Random Hearts,"Drama, Mystery, Romance","Police Sergeant Dutch Van Den Broek (Harrison Ford) and U.S. Representative Kay Chandler (Dame Kristin Scott Thomas) lose their spouses in a plane crash, and they soon discover that their spouses were having an affair with each other."
First Daughter,"Comedy, Drama, Romance",The daughter of the U.S. President heads off to college where she falls for a graduate student with a secret.
Angela's Ashes,"Biography, Drama","Based on the best-selling autobiography by Irish expatriate Frank McCourt, Angela's Ashes follows the experiences of young Frankie and his family as they try against all odds to escape the ..."
Tanu Weds Manu Returns,"Comedy, Drama, Romance",Tanu and Manu's marriage collapses. What happens when Manu meets Tanu's lookalike Kusum - and when Tanu returns?
The Pyramid,"Horror, Mystery, Thriller",An archaeological team attempts to unlock the secrets of a lost pyramid only to find themselves hunted by an insidious creature.
The Woman,"Drama, Horror, Thriller","When a successful country lawyer captures and attempts to ""civilize"" the last remaining member of a violent clan that has roamed the Northeast coast for decades, he puts the lives of his family in jeopardy."
The End of the Tour,"Biography, Drama","The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace's groundbreaking epic novel, 'Infinite Jest.'"
They Came Together,"Comedy, Romance","Molly owns a quaint little sweet shop. Joel works for a gigantic candy company threatening to shut her down. How they meet, fall in love, break up and get back together is hilariously recounted in this rom-com spoof."
Rosencrantz & Guildenstern Are Dead,"Comedy, Drama",Two minor characters from the play 'Hamlet' stumble around unaware of their scripted lives and unable to deviate from them.
The Birth of a Nation,"Drama, History, War","The Stoneman family finds its friendship with the Camerons affected by the Civil War, both fighting in opposite armies. The development of the war in their lives plays through to Lincoln's assassination and the birth of the Ku Klux Klan."
Recep Ivedik,,"A man trying to impress his childhood lover, although it may sound romantic, it is not."
About Last Night,"Comedy, Romance",Follow two couples as they journey from the bar to the bedroom and are eventually put to the test in the real world.
HouseSitter,"Comedy, Romance","Con artist Gwen moves into Newton's empty home without his knowledge and begins setting up house, posing as his new wife."
I'm So Excited,"Comedy, Musical","When it appears as though the end is in sight, the pilots, flight crew, and passengers of a plane heading to Mexico City look to forget the anguish of the moment and face the greatest danger, which we carry within ourselves."
If....,"Crime, Drama","In this allegorical story, a revolution led by pupil Mick Travis takes place at an old established private school in England."
Dark Star,"Comedy, Sci-Fi","In the far reaches of space, a small crew, 20 years into their solitary mission, find things beginning to go hilariously wrong."
Down Periscope,Comedy,"Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days."
Bailout: The Age of Greed,"Action, Crime, Thriller","Jim, an average New Yorker, lives with a sick but loving wife. Suddenly, everything changes when the economy crashes and causes him to lose everything. Filled with anger and rage, Jim goes to seek revenge for the life taken from him."
Psycho II,"Crime, Horror, Mystery","After twenty-two years of psychiatric care, Norman Bates attempts to return to a life of solitude, but the specters of his crimes - and his mother - continue to haunt him."
Metropolis,"Animation, Adventure, Drama",Kenichi and his uncle Shunsaku Ban must find the mystery behind robot girl Tima.
Butter,"Comedy, Drama","In Iowa, a girl in foster care discovers her talent for butter carving and finds herself pitted against an ambitious local woman in their town's annual contest."
Out for Justice,"Action, Crime, Drama",The gruesome murder of a Brooklyn Detective will turn the case into a personal vendetta when the deceased's best friend and fellow officer will unleash an all-out attack against a psychotic Mafia enforcer's brutal gang.
Ondine,"Drama, Mystery, Romance",An Irish fisherman discovers a woman in his fishing net whom his precocious daughter believes to be a selkie.
Wrong Turn 4: Bloody Beginnings,"Adventure, Horror","A group of college students gets lost in a storm during their snowmobiling trip and takes shelter in an abandoned sanitarium which, unbeknown to them, is home to three deformed cannibals."
Blind Date,"Comedy, Romance","A workaholic needs a date for a dinner with new important clientele, but who his brother sets him up with could lead to disaster."
Captain Ron,"Adventure, Comedy","A Chicagoan inherits an old yacht. He, his wife, daughter and son fly to a Caribbean island and hire a dubious Captain Ron to sail them on an adventure to Miami."
It's All Gone Pete Tong,"Biography, Comedy, Drama",A famous DJ in the Ibiza club scene finds the alcohol and drug-fueled party that is his life threatened by the progressive loss of his hearing.
The Alamo,"Drama, History, War","Based on the 1836 standoff between a group of Texan and Tejano men, led by Davy Crockett and Jim Bowie, and Mexican dictator Santa Anna's forces at the Alamo in San Antonio Texas."
Problem Child 2,,"The worst child in the world makes an unthinkable discovery - there is another child even worse than him, and it's a girl."
Mad Money,"Comedy, Crime, Thriller",Three female employees of the Federal Reserve plot to steal money that is about to be destroyed.
In a Lonely Place,"Drama, Film-Noir, Mystery","A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts."
Honeymoon,"Drama, Fantasy, Horror",A newlywed couple finds their lake-country honeymoon descend into chaos after Paul finds Bea wandering and disoriented in the middle of the night.
The Magnificent Ambersons,"Drama, Romance",The spoiled young heir to the decaying Amberson fortune comes between his widowed mother and the man she has always loved.
Pink Flamingos,"Comedy, Crime","Notorious Baltimore criminal and underground figure Divine goes up against a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive""."
After the Dark,"Drama, Fantasy, Sci-Fi","At an international school in Jakarta, a philosophy teacher challenges his class of twenty graduating seniors to choose which ten of them would take shelter underground and reboot the human race in the event of a nuclear apocalypse."
Ballistic: Ecks vs. Sever,"Action, Crime, Mystery","Tasked with destroying each other, an FBI agent and a rogue DIA agent soon discover that a much bigger enemy is at work."
Barefoot,"Comedy, Drama, Romance","The ""black sheep"" son of a wealthy family meets a young psychiatric patient who's been raised in isolation her entire life. He then takes the naive young woman home for his brother's wedding."
