Title,Genre,Description
Srimanthudu,"Drama, Romance            ","    Srimanthudu is a 1971 Indian Telugu film, directed by K. Pratyagatma and Produced by G. Radhakrishna Murthy. The film stars Akkineni Nageswara Rao and Jamuna in lead roles. The music of the film was composed by T. Chalapathi Rao."
Lakshmi Raave Maa Intiki,"Drama, Family, Romance            ","    Even after knowing that the girl of his dreams and the one he is in love with has been promised to another man, Sai intends to win over her father's heart to ask him for the girl's hand in marriage."
Mr. Theertha,"Action, Drama, Family            ","    A school teacher wants his son to study mathematics, but he aspires to become a mechanic."
Ee Abbai Chala Manchodu,Comedy            ,nan
Yemaindi Ee Vela,"Drama, Romance            ",nan
Aadu Puli Attam,"Action, Drama, Thriller            ","    The movie starts with Madan and Rajini, close associates, playing this game in a bar. When the game is finished, the couple, along with their gang ransack the bar and loot the money. In ...                See full summary »"
Subhakankshalu,"Comedy, Drama            ",nan
Samsaaram Oka Chadarangam,Drama            ,    Maintaining a family is not an easy task. The story of a joint family who need to overcome all the misunderstandings in order to lead a happy life.
Intinti Bhagavatham,nan,nan
Driver Ramudu,"Action, Drama            ",    Ramu is a truck driver. He is a very honest person. But he gets implicated in a smuggling case. He finally proves his innocence to overcome all the problems.
Saradaga Kasepu,Comedy            ,nan
Snehithuda,Romance            ,nan
Kaasi,Romance            ,nan
Prema Pipasi,Romance            ,    A man goes down a destructive path in his pursuit of true love to the extent of harassing the very woman that he claims to love.
Uyarntha Ullam,"Action, Drama, Romance            ",nan
Pekata Paparao,"Drama, Comedy            ",nan
Praja pratinidhi,Comedy            ,"    Indian Telugu film starring Krishna, Jayasudha, Sobhana,Shavukar Janaki and Jayamalini in lead roles."
Meghasandesam,"Drama, Musical            ","    Ravindra Babu, a great poet marries a simple woman. But things changes a lot after he starts liking another woman."
Joker,"Drama, Comedy, Family            ","    A philandering architect masquerades as a cook in a colleague's home, in order to woo her."
Marana Mrudangam,Action            ,nan
Maa Bhoomi,Drama            ,    The film depicts a typical life of villagers under feudalistic society in Telangana region. The film follows the story of a young landless Telangana peasant named Ramaiah (Sai Chand) from ...                See full summary »
Kerintha,"Drama, Romance            ",    Journey of six students through out their college life where each one has their own issues to deal with.
Tripura,"Comedy, Horror            ",    Tripura (Swathi) is village girl who has weird dreams and all those dreams come true.She one day dreams that she will kill her Husband.
123,Comedy            ,"    Three men, each with their own special needs, all fall in love with the same woman."
Jaffa,Comedy            ,"    Jasmine Phalguna aka Jaffa is a software engineer who is convicted on charges of murder. He becomes the go to guy in jail, and even the jailer becomes an ardent follower. But Jaffa wants to run away."
Jai Bolo Telangana,History            ,nan
Nee Sneham,Drama            ,nan
Maro Charitra,Romance            ,    Maro Charitra is an adaptation of the classic 1978 film of the same name by K Balachander.
Aswamedham,"Action, Drama            ","    Abhimanyu (Shobhan Babu) is an honest IPS officer who arrests an international mafia don smuggler Vyaghra (Amrish Puri), but Vyaghra somehow escapes from the prison. Kiriti (Nandamuri ...                See full summary »"
Rachayitha,Romance            ,"    Aditya Varma's love for Padmavati makes him want to give her a new life as she is desolated but she starts to behave in a strange manner. What happens next, forms the crux."
Terror,"Action, Thriller            ",    A disgraced cop races against time to prevent an imminent terror attack and discovers the involvement of corrupt politicians and officers from his own department.
Avunu Part 2,"Horror, Thriller            ",    The lustful spirit of Captain Raju stalks Mohini till the end in this continuation of the first part. A true part 2 in the sense that the second part picks up from exactly the same shot from where the first part ended.
Kashi from Village,"Action, Drama            ","    Kashi is a family man, who will go great lengths to do anything for his family."
Aadu Magaadra Bujji,"Action, Comedy, Romance            ","    Siddhu, a naughty easy going guy falls in love with Indu. But Indu is the sister of Cherry who keeps on protecting his sister from others' eyes. But on the other hand Cherry he loves Anjali...                See full summary »"
Papikondalu,nan,nan
RDX Love,Drama            ,    RDX Love talks about Alivelu (Payal) who takes charge of a village and solves their issues against all odds.
Rajdooth,Drama            ,"    A 25-year-old rouge's quest for an old Rajdooth bike. He, along with his friend backtrack the lost bike from Pochampally to Khammam to various other places in Andhra Pradesh and in the ...                See full summary »"
Classmates,"Drama, Mystery, Romance            ","    A group of friends meet after years at their college reunion, where unresolved issues from their past are brought to the fore"
Oka Radha Iddaru Krishnulu,"Comedy, Drama, Romance            ",nan
Sri Kanaka Mahalakshmi Recording Dance Troupe,"Musical, Comedy, Drama            ",nan
Sri Krishnarjuna Yudham,"Drama, Fantasy, History            ","    After vanquishing the army of the Kauravas, the Pandava Brothers preside over Indraprastha, and Arjun takes a journey to worship Lord Shiva. It is during this journey that he will challenge...                See full summary »"
Rambantu,"Family, Musical            ",nan
Intlo Dayyam Nakemi Bhayam,"Comedy, Horror            ",nan
Amrutham Chandamama Lo,"Adventure, Comedy, Fantasy            ","    Amrutham Chandamama Lo is inspired from popular sitcom Amrutham which narrates the rags to riches tale of two friends, Amrutham (Srinivas Avasarala) and Anji (Harish). After numerous ...                See full summary »"
Nirmala Convent,Romance            ,"    In this youthful romance, veteran actor Nagarjuna introduces a new actor to Tollywood."
Gruha Pravesam,Family            ,nan
Beach Road Chetan,"Action, Drama, Sci-Fi            ","    When a happy-go-lucky kind of a guy chances upon a mysterious iPhone, his life turns topsy-turvy to unexpected consequences."
Undiporaadhey,Romance            ,    This is a periodical love story based on real-life true events happened during the 1980s. The film revolves around a girl and a boy who meet at college admissions after that their love ...                See full summary »
Sardar Dharmanna,Drama            ,nan
Biwi No. 2,Romance            ,"    Vishal comes from an upper-class family. As he is of marriageable age, his parents want him to get married. Vishal meets with Archana and both fall in love. The respective parents of both ...                See full summary »"
